19515,0.351193493536667,0.680720053329109,-0.642871168348002,4.93,0,-343,3260
22144,0.248072382540842,0.740604673246395,-0.624471625445152,6.04,0,2879,4134
22847,0.219670624870308,0.752600360677698,-0.62075559898956,6.11,0,3729,4271
23555,0.184956235536457,0.740428700884459,-0.646186141790998,6.3,0,4549,3343
19721,0.344808685679825,0.688530765343323,-0.637990874116151,6.36,0,-108,3464
19331,0.335379888512263,0.634517699969503,-0.696353084869245,6.58,0,-300,1256
19242,0.355548289580747,0.664630564152664,-0.657154188125068,6.59,0,-590,2705
21771,0.229652279424265,0.635883646542277,-0.736825500790612,6.9,0,2510,-127
22006,0.219709968446126,0.636516805497819,-0.739306354689484,6.9,0,2777,-222
23833,0.165801099534732,0.710129299691043,-0.684270687018948,6.91,0,4808,1917
23495,0.184242026877636,0.725914936248304,-0.662648006760483,6.95,0,4448,2742
19577,0.310871645570973,0.608251064678271,-0.730335171204116,7.07,0,129,-45
21009,0.301716022160796,0.731145491621927,-0.611877203409636,7.13,0,1381,4520
22235,0.247746883685316,0.751536575080716,-0.611403514824835,7.34,0,2977,4597
22323,0.204481219892462,0.634292311816726,-0.745560657412584,7.35,0,3162,-477
19528,0.323290931806765,0.628057046727489,-0.707832832996222,7.37,0,-32,840
20309,0.284344617289391,0.617239727948042,-0.733596112899446,7.38,0,909,-93
21753,0.27168138750927,0.748843643546296,-0.604501795862796,7.43,0,2321,4823
20911,0.257007184143202,0.612189621823459,-0.747777489785854,7.48,0,1590,-626
19747,0.333112632295316,0.66813031242175,-0.665310348505493,3.85,1,39,2477
21770,0.259710771551355,0.719047063828251,-0.644609676579689,4.44,1,2397,3401
21060,0.277204416844529,0.676188327765513,-0.682588497321457,5.07,1,1588,1961
20161,0.307438135082968,0.653913172122615,-0.69128818623006,5.33,1,605,1553
22488,0.227196054854736,0.723541292809995,-0.651820489289256,6.06,1,3292,3156
20781,0.278587462788817,0.649200348678216,-0.707762624651071,6.1,1,1329,976
20934,0.270180689000996,0.64694996286138,-0.713062508371185,6.13,1,1532,782
21998,0.246768286237116,0.714011097396204,-0.655204979912902,6.24,1,2698,3024
20630,0.289579702703175,0.660607516569831,-0.692633600710925,6.38,1,1133,1548
21525,0.269896224820933,0.715400120759452,-0.644483277552467,6.4,1,2099,3394
20856,0.298655347551951,0.704938718539656,-0.643324479933953,6.41,1,1254,3390
19642,0.327111212862022,0.645654430761971,-0.690020731904029,6.7,1,14,1539
20735,0.305873261992882,0.708766519849817,-0.635681970750951,6.7,1,1093,3655
22329,0.227835920248691,0.707112679091454,-0.669389611894701,6.72,1,3141,2509
19758,0.310262066363024,0.623373232358123,-0.717734814089112,6.77,1,274,483
21843,0.229411868891288,0.645771335540932,-0.728251039549884,6.77,1,2598,225
21063,0.28686397570749,0.700218154270807,-0.653761115294323,7.02,1,1528,3028
20561,0.285072019209295,0.642288712461035,-0.711476741509574,7.06,1,1100,812
20145,0.293666612476785,0.623516523211792,-0.724559911945375,7.08,1,716,255
22620,0.206106221167395,0.674495679676106,-0.708925809725083,7.13,1,3448,1003
20811,0.302792320430902,0.709400567576108,-0.636449248102915,7.14,1,1180,3633
22389,0.227371725714814,0.712208358978645,-0.664124500185329,7.26,1,3195,2704
21024,0.280278556894994,0.680785109150562,-0.676738919897265,7.27,1,1544,2179
21431,0.25379274998694,0.66179276683557,-0.705421557523009,7.29,1,2087,1112
22411,0.226968267858966,0.712688371291389,-0.663747460116517,7.31,1,3209,2718
21020,0.279527713901771,0.678561805892557,-0.679277655119526,7.35,1,1546,2084
20554,0.311161763754823,0.700648965016994,-0.642082069986074,7.36,1,887,3408
21969,0.224821662114574,0.646865861189595,-0.728711038664493,7.36,1,2728,210
21849,0.231540419426923,0.652612928628488,-0.721446740625081,7.37,1,2598,499
22370,0.208561433165888,0.651128214866726,-0.729749392874199,7.45,1,3192,174
