116771,0.99137363898292,-0.0869649754611753,0.0980581509758343,4.13,0,382,4122
117245,0.99638987723183,-0.0592299153459191,0.0608196487827319,4.95,0,-191,2963
117020,0.981198610919195,-0.0713115408570358,0.179343107118274,5.09,0,2598,4773
813,0.980197813804421,0.0429520528445931,0.193306406954007,5.54,0,4385,2135
117683,0.998078469123687,-0.0350113647171274,0.051123124047365,5.59,0,-125,2243
116918,0.988926876580977,-0.0780683093738154,0.126210030692124,5.89,0,1191,4258
117774,0.998878750960394,-0.0301731451509845,0.0364804357361789,6.29,0,-426,1938
117445,0.998065021307787,-0.0487145769184877,0.0386406940613058,6.47,0,-607,2423
1339,0.981426436390715,0.0719049799417971,0.177853377288685,6.51,0,4370,1227
117173,0.982251101873465,-0.062818559106197,0.176738794553392,6.54,0,2638,4528
1602,0.990160778411621,0.086994996880841,0.109606128537578,6.81,0,2867,-13
117607,0.998486233250001,-0.038736116910227,0.039048114640037,6.96,0,-470,2182
1272,0.994833154318632,0.0693684964347447,0.0741283128826197,7.13,0,1765,-30
1455,0.994684185137002,0.0788583589773653,0.0662173018004771,7.2,0,1691,-365
316,0.977466047649259,0.0170787985307336,0.210400666191157,7.26,0,4485,2991
769,0.998911459807124,0.0412861001621758,0.0217106747798961,7.27,0,114,-8
117768,0.977964682226456,-0.0298859301905332,0.20662021075963,7.28,0,3798,4100
283,0.976719310327784,0.0149542002867096,0.213999440949275,7.45,0,4550,3090
117236,0.983692328925864,-0.0588455547638715,0.169960591599767,7.48,0,2518,4341
118268,0.992828999608162,-0.00298911231067706,0.119505827241396,4.03,1,1965,2320
117730,0.981292993940798,-0.0316155756227551,0.189906596569856,5.3,1,3356,3925
1645,0.985805677747702,0.0888378924971494,0.142460501813871,5.38,1,3706,360
194,0.988994368044058,0.0107714196677293,0.147560551962496,5.7,1,2832,2339
117628,0.986115504107463,-0.0372184353907322,0.16183633901553,5.77,1,2585,3701
1196,0.986062146132635,0.0645420679666928,0.153348509698935,6.02,1,3662,1095
1319,0.987091103489063,0.0714814586491452,0.143323251714908,6.12,1,3502,798
117927,0.992170238152743,-0.0210876235554407,0.123099677727903,6.22,1,1826,2810
186,0.987751628087877,0.0103563016488923,0.155690295862989,6.33,1,3029,2453
118133,0.979967331817741,-0.00953558943553831,0.198929889921386,6.65,1,3859,3497
1392,0.985174783233659,0.0749763380808,0.154302285169427,6.66,1,3821,851
117394,0.988351169438493,-0.0509245340180464,0.143417773321889,6.66,1,1956,3804
118309,0.980705080138142,-0.000869377448044332,0.195491150628601,6.74,1,3882,3239
117674,0.995948721165881,-0.0352463048657871,0.082727521426397,6.79,1,652,2647
117656,0.995982242825301,-0.0362163998336423,0.0819008202631252,6.82,1,620,2661
117962,0.98953808178468,-0.018877722895827,0.143031521966891,6.84,1,2347,3009
118054,0.996503515293002,-0.0139661803336004,0.0823752985765747,6.87,1,911,2120
117137,0.989955765430954,-0.0656855421243574,0.125191821002184,6.88,1,1320,3937
117398,0.990889175481433,-0.0508855162304715,0.124696857024082,6.89,1,1493,3564
448,0.997745989659848,0.0233861405537063,0.0628969677146066,6.91,1,903,957
1249,0.992486608325161,0.0678494803438667,0.101817387082393,6.98,1,2428,359
118318,0.979315516724068,-0.0006195952392948,0.20233816942241,6.99,1,4057,3322
223,0.999235000727413,0.0121460635657159,0.0371737334840788,7.17,1,127,906
109,0.99296489587112,0.00600653807273705,0.118256657605549,7.23,1,2047,2084
117858,0.997634287767866,-0.0247126851761655,0.0641491314149082,7.3,1,327,2153
117900,0.994076450185097,-0.0222289349074563,0.106385551839887,7.35,1,1399,2626
118015,0.984644176802568,-0.0157846021165411,0.17385825095409,7.36,1,3152,3328
1103,0.988008736783979,0.0593936428110633,0.142517126101244,7.41,1,3326,1084
710,0.989483247633457,0.0380654391703913,0.139549005705924,7.43,1,2980,1569
581,0.992336117680231,0.0306190987663588,0.119714244507758,7.44,1,2394,1500
900,0.996230968680056,0.0482619622589871,0.0720738513034373,7.44,1,1444,463
116799,0.992804999537509,-0.0855418048950716,0.0837904082137091,7.44,1,47,3906
117359,0.995851111276163,-0.0532920433183079,0.073759896210545,7.44,1,204,2979
954,0.985996464999543,0.0507787645470046,0.158847373536625,7.45,1,3622,1503
